record-type,attack-v18-attack-id,attack-v19-attack-id,attack-v18-stix-id,attack-v19-stix-id,attack-v18-name,attack-v19-name,attack-v19-parent-attack-id,attack-v18-tactics,attack-v19-tactics,explanation,technique-change-type,tactic-change-type
Existing Technique,T1562.011,T1685.003,attack-pattern--bef8aaee-961d-4359-a308-4c2182bcedff,attack-pattern--0ff4bd68-aebb-4039-9e00-9f92c705edf4,Impair Defenses: Spoof Security Alerting,Disable or Modify Tools: Modify or Spoof Tool UI,T1685,defense-evasion,defense-impairment,,Revoked T1562.011,Moved to new tactic Defense Impairment
Existing Technique,T1656,T1684.001,attack-pattern--c9e0c59e-162e-40a4-b8b1-78fab4329ada,attack-pattern--cd92d2b8-ce43-4666-9472-f1b4b9f4f8be,Impersonation,Social Engineering: Impersonation,T1684,defense-evasion,stealth,,Revoked T1656,Remains TA0005 -> renamed Stealth
Existing Technique,T1070,T1070,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69,Indicator Removal,Indicator Removal,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.003,T1070.003,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,Indicator Removal: Clear Command History,Indicator Removal: Clear Command History,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.002,T1685.006,attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36,attack-pattern--5e29d64d-2b14-4f92-875e-4c9c498e213c,Indicator Removal: Clear Linux or Mac System Logs,Disable or Modify Tools: Clear Linux or Mac System Logs,T1685,defense-evasion,defense-impairment,,Revoked T1070.002,Moved to new tactic Defense Impairment
Existing Technique,T1070.008,T1070.008,attack-pattern--438c967d-3996-4870-bfc2-3954752a1927,attack-pattern--438c967d-3996-4870-bfc2-3954752a1927,Indicator Removal: Clear Mailbox Data,Indicator Removal: Clear Mailbox Data,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.007,T1070.007,attack-pattern--3975dbb5-0e1e-4f5b-bae1-cf2ab84b46dc,attack-pattern--3975dbb5-0e1e-4f5b-bae1-cf2ab84b46dc,Indicator Removal: Clear Network Connection History and Configurations,Indicator Removal: Clear Network Connection History and Configurations,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.009,T1070.009,attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33,attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33,Indicator Removal: Clear Persistence,Indicator Removal: Clear Persistence,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.001,T1685.005,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,attack-pattern--75b9a4d2-d4e2-4ca1-9aab-1badd9e05fd0,Indicator Removal: Clear Windows Event Logs,Disable or Modify Tools: Clear Windows Event Logs,T1685,defense-evasion,defense-impairment,,Revoked T1070.001,Moved to new tactic Defense Impairment
Existing Technique,T1070.004,T1070.004,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,Indicator Removal: File Deletion,Indicator Removal: File Deletion,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.005,T1070.005,attack-pattern--a750a9f6-0bde-4bb3-9aae-1e2786e9780c,attack-pattern--a750a9f6-0bde-4bb3-9aae-1e2786e9780c,Indicator Removal: Network Share Connection Removal,Indicator Removal: Network Share Connection Removal,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.010,T1070.010,attack-pattern--cc36eeae-2209-4e63-89d3-c97e19edf280,attack-pattern--cc36eeae-2209-4e63-89d3-c97e19edf280,Indicator Removal: Relocate Malware,Indicator Removal: Relocate Malware,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1070.006,T1070.006,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,Indicator Removal: Timestomp,Indicator Removal: Timestomp,T1070,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1202,T1202,attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e,attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e,Indirect Command Execution,Indirect Command Execution,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036,T1036,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,Masquerading,Masquerading,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.009,T1036.009,attack-pattern--34a80bc4-80f2-46e6-94ff-f3265a4b657c,attack-pattern--34a80bc4-80f2-46e6-94ff-f3265a4b657c,Masquerading: Break Process Trees,Masquerading: Break Process Trees,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.012,T1036.012,attack-pattern--afac5dbc-4383-4fb6-9ba6-45b25d49e530,attack-pattern--afac5dbc-4383-4fb6-9ba6-45b25d49e530,Masquerading: Browser Fingerprint,Masquerading: Browser Fingerprint,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.007,T1036.007,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e,attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e,Masquerading: Double File Extension,Masquerading: Double File Extension,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.001,T1036.001,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52,attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52,Masquerading: Invalid Code Signature,Masquerading: Invalid Code Signature,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.010,T1036.010,attack-pattern--d349c66e-18e1-4d8b-a2d7-65af7cbd2ba0,attack-pattern--d349c66e-18e1-4d8b-a2d7-65af7cbd2ba0,Masquerading: Masquerade Account Name,Masquerading: Masquerade Account Name,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.008,T1036.008,attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471,attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471,Masquerading: Masquerade File Type,Masquerading: Masquerade File Type,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.004,T1036.004,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,Masquerading: Masquerade Task or Service,Masquerading: Masquerade Task or Service,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.005,T1036.005,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,Masquerading: Match Legitimate Resource Name or Location,Masquerading: Match Legitimate Resource Name or Location,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.011,T1036.011,attack-pattern--514dc7b3-0b80-4382-80a9-2e2d294f5019,attack-pattern--514dc7b3-0b80-4382-80a9-2e2d294f5019,Masquerading: Overwrite Process Arguments,Masquerading: Overwrite Process Arguments,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.003,T1036.003,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,Masquerading: Rename Legitimate Utilities,Masquerading: Rename Legitimate Utilities,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.002,T1036.002,attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69,attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69,Masquerading: Right-to-Left Override,Masquerading: Right-to-Left Override,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1036.006,T1036.006,attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86,attack-pattern--e51137a5-1cdc-499e-911a-abaedaa5ac86,Masquerading: Space after Filename,Masquerading: Space after Filename,T1036,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1556,T1556,attack-pattern--f4c1826f-a322-41cd-9557-562100848c84,attack-pattern--f4c1826f-a322-41cd-9557-562100848c84,Modify Authentication Process,Modify Authentication Process,,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.009,T1556.009,attack-pattern--ceaeb6d8-95ee-4da2-9d42-dc6aa6ca43ae,attack-pattern--ceaeb6d8-95ee-4da2-9d42-dc6aa6ca43ae,Modify Authentication Process: Conditional Access Policies,Modify Authentication Process: Conditional Access Policies,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.001,T1556.001,attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605,attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605,Modify Authentication Process: Domain Controller Authentication,Modify Authentication Process: Domain Controller Authentication,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.007,T1556.007,attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f,attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f,Modify Authentication Process: Hybrid Identity,Modify Authentication Process: Hybrid Identity,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.006,T1556.006,attack-pattern--b4409cd8-0da9-46e1-a401-a241afd4d1cc,attack-pattern--b4409cd8-0da9-46e1-a401-a241afd4d1cc,Modify Authentication Process: Multi-Factor Authentication,Modify Authentication Process: Multi-Factor Authentication,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.004,T1556.004,attack-pattern--fa44a152-ac48-441e-a524-dd7b04b8adcd,attack-pattern--fa44a152-ac48-441e-a524-dd7b04b8adcd,Modify Authentication Process: Network Device Authentication,Modify Authentication Process: Network Device Authentication,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.008,T1556.008,attack-pattern--90c4a591-d02d-490b-92aa-619d9701ac04,attack-pattern--90c4a591-d02d-490b-92aa-619d9701ac04,Modify Authentication Process: Network Provider DLL,Modify Authentication Process: Network Provider DLL,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.002,T1556.002,attack-pattern--3731fbcd-0e43-47ae-ae6c-d15e510f0d42,attack-pattern--3731fbcd-0e43-47ae-ae6c-d15e510f0d42,Modify Authentication Process: Password Filter DLL,Modify Authentication Process: Password Filter DLL,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.003,T1556.003,attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771,attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771,Modify Authentication Process: Pluggable Authentication Modules,Modify Authentication Process: Pluggable Authentication Modules,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1556.005,T1556.005,attack-pattern--d50955c2-272d-4ac8-95da-10c29dda1c48,attack-pattern--d50955c2-272d-4ac8-95da-10c29dda1c48,Modify Authentication Process: Reversible Encryption,Modify Authentication Process: Reversible Encryption,T1556,credential-access;defense-evasion;persistence,defense-impairment;persistence;credential-access,,Remains sub-technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1578,T1578,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90,Modify Cloud Compute Infrastructure,Modify Cloud Compute Infrastructure,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1578.002,T1578.002,attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c,attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c,Modify Cloud Compute Infrastructure: Create Cloud Instance,Modify Cloud Compute Infrastructure: Create Cloud Instance,T1578,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1578.001,T1578.001,attack-pattern--ed2e45f9-d338-4eb2-8ce5-3a2e03323bc1,attack-pattern--ed2e45f9-d338-4eb2-8ce5-3a2e03323bc1,Modify Cloud Compute Infrastructure: Create Snapshot,Modify Cloud Compute Infrastructure: Create Snapshot,T1578,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1578.003,T1578.003,attack-pattern--70857657-bd0b-4695-ad3e-b13f92cac1b4,attack-pattern--70857657-bd0b-4695-ad3e-b13f92cac1b4,Modify Cloud Compute Infrastructure: Delete Cloud Instance,Modify Cloud Compute Infrastructure: Delete Cloud Instance,T1578,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1578.005,T1578.005,attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f,attack-pattern--ca00366b-83a1-4c7b-a0ce-8ff950a7c87f,Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations,Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations,T1578,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1578.004,T1578.004,attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1,attack-pattern--0708ae90-d0eb-4938-9a76-d0fc94f6eec1,Modify Cloud Compute Infrastructure: Revert Cloud Instance,Modify Cloud Compute Infrastructure: Revert Cloud Instance,T1578,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1666,T1666,attack-pattern--0ce73446-8722-4086-9d43-514f1d0f669e,attack-pattern--0ce73446-8722-4086-9d43-514f1d0f669e,Modify Cloud Resource Hierarchy,Modify Cloud Resource Hierarchy,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1112,T1112,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,Modify Registry,Modify Registry,,defense-evasion;persistence,defense-impairment;persistence,,Remains technique,"Moved to new tactic Defense Impairment, and Remains in Additional Tactic(s)"
Existing Technique,T1601,T1601,attack-pattern--ae7f3575-0a5e-427e-991b-fe03ad44c754,attack-pattern--ae7f3575-0a5e-427e-991b-fe03ad44c754,Modify System Image,Modify System Image,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1601.002,T1601.002,attack-pattern--fc74ba38-dc98-461f-8611-b3dbf9978e3d,attack-pattern--fc74ba38-dc98-461f-8611-b3dbf9978e3d,Modify System Image: Downgrade System Image,Modify System Image: Downgrade System Image,T1601,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1601.001,T1601.001,attack-pattern--d245808a-7086-4310-984a-a84aaaa43f8f,attack-pattern--d245808a-7086-4310-984a-a84aaaa43f8f,Modify System Image: Patch System Image,Modify System Image: Patch System Image,T1601,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1599,T1599,attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,Network Boundary Bridging,Network Boundary Bridging,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1599.001,T1599.001,attack-pattern--4ffc1794-ec3b-45be-9e52-42dbcb2af2de,attack-pattern--4ffc1794-ec3b-45be-9e52-42dbcb2af2de,Network Boundary Bridging: Network Address Translation Traversal,Network Boundary Bridging: Network Address Translation Traversal,T1599,defense-evasion,defense-impairment,,Remains sub-technique,Moved to new tactic Defense Impairment
Existing Technique,T1027,T1027,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,Obfuscated Files or Information,Obfuscated Files or Information,,defense-evasion,stealth,,Remains technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.002,T1027.002,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,Obfuscated Files or Information: Software Packing,Obfuscated Files or Information: Software Packing,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.001,T1027.001,attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5,attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5,Obfuscated Files or Information: Binary Padding,Obfuscated Files or Information: Binary Padding,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.010,T1027.010,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,Obfuscated Files or Information: Command Obfuscation,Obfuscated Files or Information: Command Obfuscation,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.004,T1027.004,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617,Obfuscated Files or Information: Compile After Delivery,Obfuscated Files or Information: Compile After Delivery,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.015,T1027.015,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3,attack-pattern--fbd91bfc-75c2-4f0c-8116-3b4e722906b3,Obfuscated Files or Information: Compression,Obfuscated Files or Information: Compression,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.007,T1027.007,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4,Obfuscated Files or Information: Dynamic API Resolution,Obfuscated Files or Information: Dynamic API Resolution,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.009,T1027.009,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1,Obfuscated Files or Information: Embedded Payloads,Obfuscated Files or Information: Embedded Payloads,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.013,T1027.013,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,Obfuscated Files or Information: Encrypted/Encoded File,Obfuscated Files or Information: Encrypted/Encoded File,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.011,T1027.011,attack-pattern--02c5abff-30bf-4703-ab92-1f6072fae939,attack-pattern--02c5abff-30bf-4703-ab92-1f6072fae939,Obfuscated Files or Information: Fileless Storage,Obfuscated Files or Information: Fileless Storage,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.006,T1027.006,attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb,attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb,Obfuscated Files or Information: HTML Smuggling,Obfuscated Files or Information: HTML Smuggling,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.005,T1027.005,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,Obfuscated Files or Information: Indicator Removal from Tools,Obfuscated Files or Information: Indicator Removal from Tools,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.016,T1027.016,attack-pattern--671cd17f-a765-48fd-adc4-dad1941b1ae3,attack-pattern--671cd17f-a765-48fd-adc4-dad1941b1ae3,Obfuscated Files or Information: Junk Code Insertion,Obfuscated Files or Information: Junk Code Insertion,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.012,T1027.012,attack-pattern--887274fc-2d63-4bdc-82f3-fae56d1d5fdc,attack-pattern--887274fc-2d63-4bdc-82f3-fae56d1d5fdc,Obfuscated Files or Information: LNK Icon Smuggling,Obfuscated Files or Information: LNK Icon Smuggling,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.014,T1027.014,attack-pattern--b577dfc1-0177-4522-8d5a-782127c8592b,attack-pattern--b577dfc1-0177-4522-8d5a-782127c8592b,Obfuscated Files or Information: Polymorphic Code,Obfuscated Files or Information: Polymorphic Code,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.003,T1027.003,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,Obfuscated Files or Information: Steganography,Obfuscated Files or Information: Steganography,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.008,T1027.008,attack-pattern--2f41939b-54c3-41d6-8f8b-35f1ec18ed97,attack-pattern--2f41939b-54c3-41d6-8f8b-35f1ec18ed97,Obfuscated Files or Information: Stripped Payloads,Obfuscated Files or Information: Stripped Payloads,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1027.017,T1027.017,attack-pattern--78b9e70d-1605-459c-b23d-e3a25036968c,attack-pattern--78b9e70d-1605-459c-b23d-e3a25036968c,Obfuscated Files or Information: SVG Smuggling,Obfuscated Files or Information: SVG Smuggling,T1027,defense-evasion,stealth,,Remains sub-technique,Remains TA0005 -> renamed Stealth
Existing Technique,T1647,T1647,attack-pattern--7d20fff9-8751-404e-badd-ccd71bda0236,attack-pattern--7d20fff9-8751-404e-badd-ccd71bda0236,Plist File Modification,Plist File Modification,,defense-evasion,defense-impairment,,Remains technique,Moved to new tactic Defense Impairment
Existing Technique,T1542,T1542,attack-pattern--7f0ca133-88c4-40c6-a62f-b3083a7fbc2e,attack-pattern--7f0ca133-88c4-40c6-a62f-b3083a7fbc2e,Pre-OS Boot,Pre-OS Boot,,defense-evasion;persistence,stealth;persistence,,Remains technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1542.003,T1542.003,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,Pre-OS Boot: Bootkit,Pre-OS Boot: Bootkit,T1542,defense-evasion;persistence,stealth;persistence,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1542.002,T1542.002,attack-pattern--791481f8-e96a-41be-b089-a088763083d4,attack-pattern--791481f8-e96a-41be-b089-a088763083d4,Pre-OS Boot: Component Firmware,Pre-OS Boot: Component Firmware,T1542,defense-evasion;persistence,stealth;persistence,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
Existing Technique,T1542.004,T1542.004,attack-pattern--a6557c75-798f-42e4-be70-ab4502e0a3bc,attack-pattern--a6557c75-798f-42e4-be70-ab4502e0a3bc,Pre-OS Boot: ROMMONkit,Pre-OS Boot: ROMMONkit,T1542,defense-evasion;persistence,stealth;persistence,,Remains sub-technique,"Remains TA0005 -> renamed Stealth, and Remains in Additional Tactic(s)"
